,Unnamed: 0,Unnamed: 0.1,date,index,day_index,ticker,close,volume,vwap,change,P/E,EPS,PEG
0,0,82231,3/15/2018,82231,0,MS,55.8279,5648690,55.8506,0.0,0.0,0,0.0
1,1,82232,3/16/2018,82232,0,MS,56.1109,9144762,56.2514,0.28300000000000125,0.0,0,0.0
2,2,82233,3/19/2018,82233,0,MS,55.5645,8117845,55.5461,-0.5463999999999984,0.0,0,0.0
3,3,82234,3/20/2018,82234,0,MS,56.0718,8426712,56.1623,0.5073000000000008,0.0,0,0.0
4,4,82235,3/21/2018,82235,0,MS,55.7206,8676024,56.0573,-0.3512000000000057,0.0,0,0.0
5,5,82236,3/22/2018,82236,0,MS,53.3107,14900506,54.12600000000001,-2.4099000000000004,0.0,0,0.0
6,6,82237,3/23/2018,82237,0,MS,50.8032,16707825,51.7438,-2.5075000000000003,0.0,0,0.0
7,7,82238,3/26/2018,82238,0,MS,52.979,11913652,52.3687,2.1758000000000024,0.0,0,0.0
8,8,82239,3/27/2018,82239,0,MS,51.8569,12389403,52.6294,-1.1220999999999959,0.0,0,0.0
9,9,82240,3/28/2018,82240,0,MS,51.6228,11262348,51.555,-0.2341000000000051,0.0,0,0.0
10,10,82241,3/29/2018,82241,0,MS,52.6472,7349163,52.527,1.0244,0.0,0,0.0
11,11,82242,4/2/2018,82242,0,MS,51.4374,9311031,51.4056,-1.209800000000001,0.0,0,0.0
12,12,82243,4/3/2018,82243,0,MS,51.8765,10335772,51.7273,0.4391000000000034,0.0,0,0.0
13,13,82244,4/4/2018,82244,0,MS,52.3643,6692109,51.7697,0.4878,0.0,0,0.0
14,14,82245,4/5/2018,82245,0,MS,53.5253,9968216,53.5397,1.1610000000000014,0.0,0,0.0
15,15,82246,4/6/2018,82246,0,MS,51.7496,9578541,52.0504,-1.7757000000000005,0.0,0,0.0
16,16,82247,4/9/2018,82247,0,MS,52.0521,8111578,52.5254,0.302500000000002,0.0,0,0.0
17,17,82248,4/10/2018,82248,0,MS,52.8229,9286609,52.8289,0.7707999999999942,0.0,0,0.0
18,18,82249,4/11/2018,82249,0,MS,51.4569,12121199,51.7155,-1.3659999999999997,0.0,0,0.0
19,19,82250,4/12/2018,82250,0,MS,52.5399,9315161,52.4925,1.0830000000000055,0.0,0,0.0
20,20,82251,4/13/2018,82251,0,MS,51.6911,12364035,52.1606,-0.8488000000000042,0.0,0,0.0
21,21,82252,4/16/2018,82252,0,MS,52.1009,7282233,52.2938,0.40980000000000416,0.0,0,0.0
22,22,82253,4/17/2018,82253,0,MS,51.9448,14505328,51.9468,-0.15610000000000213,0.0,0,0.0
23,23,82254,4/18/2018,82254,0,MS,51.9643,17524005,52.5116,0.01950000000000074,0.0,0,0.0
24,24,82255,4/19/2018,82255,0,MS,53.3692,13873694,53.0654,1.4048999999999978,0.0,0,0.0
25,25,82256,4/20/2018,82256,0,MS,53.1351,10183582,53.3073,-0.234099999999998,0.0,0,0.0
26,26,82257,4/23/2018,82257,0,MS,52.335,8523564,52.5094,-0.8001000000000005,0.0,0,0.0
27,27,82258,4/24/2018,82258,0,MS,51.7789,10742663,52.1025,-0.5561000000000007,0.0,0,0.0
28,28,82259,4/25/2018,82259,0,MS,50.7739,12621285,50.94300000000001,-1.0050000000000026,0.0,0,0.0
29,29,82260,4/26/2018,82260,0,MS,50.9301,14668929,50.903,0.15620000000000545,0.0,0,0.0
30,30,82261,4/27/2018,82261,0,MS,50.8418,7784472,51.0223,-0.08830000000000382,0.0,0,0.0
31,31,82262,4/30/2018,82262,0,MS,50.6065,8209733,50.9742,-0.2353000000000023,77.85615384615384,0.6500,1144.943438914027
32,32,82263,5/1/2018,82263,0,MS,50.7928,8498274,50.4083,0.1863000000000028,0.0,0,0.0
33,33,82264,5/2/2018,82264,0,MS,50.6849,8930984,50.8867,-0.10790000000000076,0.0,0,0.0
34,34,82265,5/3/2018,82265,0,MS,50.0771,11437990,49.7781,-0.6077999999999975,0.0,0,0.0
35,35,82266,5/4/2018,82266,0,MS,50.3908,10368650,50.405,0.3136999999999972,0.0,0,0.0
36,36,82267,5/7/2018,82267,0,MS,51.3614,6576064,51.2184,0.9706000000000046,0.0,0,0.0
37,37,82268,5/8/2018,82268,0,MS,52.332,11578140,52.1988,0.9705999999999976,0.0,0,0.0
38,38,82269,5/9/2018,82269,0,MS,53.077,7114842,52.7557,0.7449999999999974,0.0,0,0.0
39,39,82270,5/10/2018,82270,0,MS,53.9594,8208570,53.7265,0.8824000000000041,0.0,0,0.0
40,40,82271,5/11/2018,82271,0,MS,54.1162,6063094,54.133,0.15679999999999694,0.0,0,0.0
41,41,82272,5/14/2018,82272,0,MS,54.1358,5815967,54.2267,0.01960000000000406,0.0,0,0.0
42,42,82273,5/15/2018,82273,0,MS,53.7731,7523359,53.9323,-0.3627000000000038,0.0,0,0.0
43,43,82274,5/16/2018,82274,0,MS,53.8907,4517653,53.8247,0.11760000000000305,0.0,0,0.0
44,44,82275,5/17/2018,82275,0,MS,53.7927,4576778,53.7725,-0.09799999999999898,0.0,0,0.0
45,45,82276,5/18/2018,82276,0,MS,52.8614,6702437,53.1169,-0.9313000000000002,0.0,0,0.0
46,46,82277,5/21/2018,82277,0,MS,53.2927,5901704,53.4669,0.4313000000000001,0.0,0,0.0
47,47,82278,5/22/2018,82278,0,MS,53.8025,5930382,53.9469,0.5097999999999985,0.0,0,0.0
48,48,82279,5/23/2018,82279,0,MS,53.2829,6529702,52.9982,-0.5196000000000041,0.0,0,0.0
49,49,82280,5/24/2018,82280,0,MS,52.9398,6637304,52.71,-0.3430999999999997,0.0,0,0.0
50,50,82281,5/25/2018,82281,0,MS,51.9692,10152793,52.0446,-0.9705999999999976,0.0,0,0.0
51,51,82282,5/29/2018,82282,0,MS,48.9791,26605112,49.3766,-2.990099999999998,0.0,0,0.0
52,52,82283,5/30/2018,82283,0,MS,49.9693,11542623,49.7299,0.9901999999999944,0.0,0,0.0
53,53,82284,5/31/2018,82284,0,MS,49.1556,15150422,49.1964,-0.8136999999999972,0.0,0,0.0
54,54,82285,6/1/2018,82285,0,MS,50.2046,10003862,50.1722,1.0489999999999997,0.0,0,0.0
55,55,82286,6/4/2018,82286,0,MS,50.5379,5523757,50.5385,0.3333000000000013,0.0,0,0.0
56,56,82287,6/5/2018,82287,0,MS,49.783,9135955,49.9343,-0.7548999999999992,0.0,0,0.0
57,57,82288,6/6/2018,82288,0,MS,50.8908,7945828,50.7464,1.1077999999999977,0.0,0,0.0
58,58,82289,6/7/2018,82289,0,MS,51.1163,8477617,51.2404,0.2255000000000038,0.0,0,0.0
59,59,82290,6/8/2018,82290,0,MS,50.8908,6412908,50.791000000000004,-0.2255000000000038,0.0,0,0.0
60,60,82291,6/11/2018,82291,0,MS,50.7634,6810384,50.9575,-0.1274000000000015,0.0,0,0.0
61,61,82292,6/12/2018,82292,0,MS,50.3124,8953288,50.4008,-0.4510000000000005,0.0,0,0.0
62,62,82293,6/13/2018,82293,0,MS,50.5869,7981400,50.6534,0.2745000000000033,0.0,0,0.0
63,63,82294,6/14/2018,82294,0,MS,50.3026,8620694,50.3254,-0.2843000000000018,0.0,0,0.0
64,64,82295,6/15/2018,82295,0,MS,50.1556,11505664,50.0551,-0.14699999999999847,0.0,0,0.0
65,65,82296,6/18/2018,82296,0,MS,49.7732,7493912,49.7425,-0.38239999999999696,0.0,0,0.0
66,66,82297,6/19/2018,82297,0,MS,48.9399,12490091,48.9003,-0.8333000000000013,0.0,0,0.0
67,67,82298,6/20/2018,82298,0,MS,48.9105,6570767,49.0348,-0.029400000000002532,0.0,0,0.0
68,68,82299,6/21/2018,82299,0,MS,48.8124,11018359,48.6579,-0.0981000000000023,0.0,0,0.0
